Dex,MoveName,Method
361,"Return","TM27"
361,"Shadow Ball","TM30"
361,"Double Team","TM32"
361,"Facade","TM42"
361,"Secret Power","TM43"
361,"Rest","TM44"
361,"Attract","TM45"
209,"Focus Punch","TM01"
209,"Water Pulse","TM03"
209,"Roar","TM05"
209,"Toxic","TM06"
209,"Bulk Up","TM08"
209,"Hidden Power","TM10"
209,"Sunny Day","TM11"
209,"Taunt","TM12"
209,"Protect","TM17"
209,"Rain Dance","TM18"
209,"Frustration","TM21"
209,"SolarBeam","TM22"
209,"Thunderbolt","TM24"
209,"Thunder","TM25"
209,"Earthquake","TM26"
209,"Return","TM27"
209,"Dig","TM28"
209,"Shadow Ball","TM30"
209,"Brick Break","TM31"
209,"Double Team","TM32"
209,"Shock Wave","TM34"
209,"Flamethrower","TM35"
209,"Sludge Bomb","TM36"
209,"Fire Blast","TM38"
209,"Torment","TM41"
209,"Facade","TM42"
209,"Secret Power","TM43"
209,"Rest","TM44"
209,"Attract","TM45"
209,"Thief","TM46"
209,"Overheat","TM50"
338,"Calm Mind","TM04"
338,"Toxic","TM06"
338,"Hidden Power","TM10"
338,"Sunny Day","TM11"
338,"Hyper Beam","TM15"
338,"Light Screen","TM16"
338,"Protect","TM17"
338,"Safeguard","TM20"
338,"Frustration","TM21"
338,"SolarBeam","TM22"
338,"Earthquake","TM26"
338,"Return","TM27"
338,"Psychic","TM29"
338,"Shadow Ball","TM30"
338,"Double Team","TM32"
338,"Reflect","TM33"
338,"Flamethrower","TM35"
338,"Sandstorm","TM37"
338,"Fire Blast","TM38"
338,"Rock Tomb","TM39"
338,"Facade","TM42"
338,"Secret Power","TM43"
338,"Rest","TM44"
338,"Skill Swap","TM48"
338,"Overheat","TM50"
21,"Toxic","TM06"
21,"Hidden Power","TM10"
21,"Sunny Day","TM11"
21,"Protect","TM17"
21,"Rain Dance","TM18"
21,"Frustration","TM21"
21,"Return","TM27"
21,"Double Team","TM32"
21,"Aerial Ace","TM40"
21,"Facade","TM42"
21,"Secret Power","TM43"
21,"Rest","TM44"
21,"Attract","TM45"
21,"Thief","TM46"
21,"Steel Wing","TM47"
363,"Water Pulse","TM03"
363,"Toxic","TM06"
363,"Hail","TM07"
363,"Hidden Power","TM10"
363,"Ice Beam","TM13"
363,"Blizzard","TM14"
363,"Protect","TM17"
363,"Rain Dance","TM18"
363,"Frustration","TM21"
363,"Iron Tail","TM23"
363,"Earthquake","TM26"
363,"Return","TM27"
363,"Double Team","TM32"
363,"Rock Tomb","TM39"
363,"Facade","TM42"
363,"Secret Power","TM43"
363,"Rest","TM44"
363,"Attract","TM45"
167,"Toxic","TM06"
167,"Hidden Power","TM10"
167,"Sunny Day","TM11"
167,"Protect","TM17"
167,"Giga Drain","TM19"
167,"Frustration","TM21"
167,"SolarBeam","TM22"
167,"Return","TM27"
167,"Dig","TM28"
167,"Psychic","TM29"
167,"Double Team","TM32"
167,"Sludge Bomb","TM36"
167,"Facade","TM42"
167,"Secret Power","TM43"
167,"Rest","TM44"
167,"Attract","TM45"
167,"Thief","TM46"
327,"Focus Punch","TM01"
327,"Water Pulse","TM03"
327,"Calm Mind","TM04"
327,"Toxic","TM06"
327,"Hidden Power","TM10"
327,"Sunny Day","TM11"
327,"Protect","TM17"
327,"Rain Dance","TM18"
327,"Safeguard","TM20"
327,"Frustration","TM21"
327,"Return","TM27"
327,"Dig","TM28"
327,"Psychic","TM29"
327,"Shadow Ball","TM30"
327,"Brick Break","TM31"
327,"Double Team","TM32"
327,"Shock Wave","TM34"
327,"Rock Tomb","TM39"
327,"Facade","TM42"
327,"Secret Power","TM43"
327,"Rest","TM44"
327,"Attract","TM45"
327,"Thief","TM46"
327,"Skill Swap","TM48"
327,"Snatch","TM49"
325,"Calm Mind","TM04"
325,"Toxic","TM06"
325,"Hidden Power","TM10"
325,"Sunny Day","TM11"
325,"Taunt","TM12"
325,"Light Screen","TM16"
325,"Protect","TM17"
325,"Rain Dance","TM18"
325,"Frustration","TM21"
325,"Iron Tail","TM23"
325,"Return","TM27"
325,"Psychic","TM29"
325,"Shadow Ball","TM30"
325,"Double Team","TM32"
325,"Reflect","TM33"
325,"Shock Wave","TM34"
325,"Torment","TM41"
325,"Facade","TM42"
325,"Secret Power","TM43"
325,"Rest","TM44"
325,"Attract","TM45"
325,"Thief","TM46"
325,"Skill Swap","TM48"
325,"Snatch","TM49"
7,"Focus Punch","TM01"
7,"Water Pulse","TM03"
7,"Toxic","TM06"
7,"Hail","TM07"
7,"Hidden Power","TM10"
7,"Ice Beam","TM13"
7,"Blizzard","TM14"
7,"Protect","TM17"
7,"Rain Dance","TM18"
7,"Frustration","TM21"
7,"Iron Tail","TM23"
7,"Return","TM27"
7,"Dig","TM28"
7,"Brick Break","TM31"
7,"Double Team","TM32"
7,"Facade","TM42"
7,"Secret Power","TM43"
7,"Rest","TM44"
7,"Attract","TM45"
234,"Calm Mind","TM04"
234,"Roar","TM05"
234,"Toxic","TM06"
234,"Hidden Power","TM10"
234,"Sunny Day","TM11"
234,"Light Screen","TM16"
234,"Protect","TM17"
234,"Rain Dance","TM18"
234,"Frustration","TM21"
234,"SolarBeam","TM22"
234,"Iron Tail","TM23"
234,"Thunderbolt","TM24"
234,"Thunder","TM25"
234,"Earthquake","TM26"
234,"Return","TM27"
234,"Psychic","TM29"
234,"Shadow Ball","TM30"
234,"Double Team","TM32"
234,"Reflect","TM33"
234,"Shock Wave","TM34"
234,"Facade","TM42"
234,"Secret Power","TM43"
234,"Rest","TM44"
234,"Attract","TM45"
234,"Thief","TM46"
234,"Skill Swap","TM48"
121,"Water Pulse","TM03"
121,"Toxic","TM06"
121,"Hail","TM07"
121,"Hidden Power","TM10"
121,"Ice Beam","TM13"
121,"Blizzard","TM14"
121,"Hyper Beam","TM15"
121,"Light Screen","TM16"
121,"Protect","TM17"
121,"Rain Dance","TM18"
121,"Frustration","TM21"
121,"Thunderbolt","TM24"
121,"Thunder","TM25"
121,"Return","TM27"
121,"Psychic","TM29"
121,"Double Team","TM32"
121,"Reflect","TM33"
121,"Facade","TM42"
121,"Secret Power","TM43"
121,"Rest","TM44"
121,"Skill Swap","TM48"
120,"Water Pulse","TM03"
120,"Toxic","TM06"
120,"Hail","TM07"
120,"Hidden Power","TM10"
120,"Ice Beam","TM13"
120,"Blizzard","TM14"
120,"Light Screen","TM16"
120,"Protect","TM17"
120,"Rain Dance","TM18"
120,"Frustration","TM21"
120,"Thunderbolt","TM24"
120,"Thunder","TM25"
120,"Return","TM27"
120,"Psychic","TM29"
120,"Double Team","TM32"
120,"Reflect","TM33"
120,"Facade","TM42"
120,"Secret Power","TM43"
120,"Rest","TM44"
208,"Roar","TM05"
208,"Toxic","TM06"
208,"Hidden Power","TM10"
208,"Sunny Day","TM11"
208,"Taunt","TM12"
208,"Hyper Beam","TM15"
208,"Protect","TM17"
208,"Frustration","TM21"
208,"Iron Tail","TM23"
208,"Earthquake","TM26"
208,"Return","TM27"
208,"Dig","TM28"
208,"Double Team","TM32"
208,"Sandstorm","TM37"
208,"Rock Tomb","TM39"
208,"Torment","TM41"
208,"Facade","TM42"
208,"Secret Power","TM43"
208,"Rest","TM44"
208,"Attract","TM45"
185,"Focus Punch","TM01"
185,"Calm Mind","TM04"
185,"Toxic","TM06"
185,"Hidden Power","TM10"
185,"Sunny Day","TM11"
185,"Taunt","TM12"
185,"Protect","TM17"
185,"Frustration","TM21"
185,"Earthquake","TM26"
185,"Return","TM27"
185,"Dig","TM28"
185,"Brick Break","TM31"
185,"Double Team","TM32"
185,"Sandstorm","TM37"
185,"Rock Tomb","TM39"
185,"Facade","TM42"
185,"Secret Power","TM43"
185,"Rest","TM44"
185,"Attract","TM45"
185,"Thief","TM46"
245,"Water Pulse","TM03"
245,"Calm Mind","TM04"
245,"Roar","TM05"
245,"Toxic","TM06"
245,"Hail","TM07"
245,"Hidden Power","TM10"
245,"Sunny Day","TM11"
245,"Ice Beam","TM13"
245,"Blizzard","TM14"
245,"Hyper Beam","TM15"
245,"Protect","TM17"
245,"Rain Dance","TM18"
245,"Frustration","TM21"
245,"Iron Tail","TM23"
245,"Return","TM27"
245,"Dig","TM28"
245,"Double Team","TM32"
245,"Reflect","TM33"
245,"Sandstorm","TM37"
245,"Facade","TM42"
245,"Secret Power","TM43"
245,"Rest","TM44"
192,"Toxic","TM06"
192,"Bullet Seed","TM09"
192,"Hidden Power","TM10"
192,"Sunny Day","TM11"
192,"Hyper Beam","TM15"
192,"Light Screen","TM16"
192,"Protect","TM17"
192,"Giga Drain","TM19"
192,"Safeguard","TM20"
192,"Frustration","TM21"
192,"SolarBeam","TM22"
192,"Return","TM27"
192,"Double Team","TM32"
192,"Sludge Bomb","TM36"
192,"Facade","TM42"
192,"Secret Power","TM43"
192,"Rest","TM44"
192,"Attract","TM45"
191,"Toxic","TM06"
191,"Bullet Seed","TM09"
191,"Hidden Power","TM10"
191,"Sunny Day","TM11"
191,"Light Screen","TM16"
191,"Protect","TM17"
191,"Giga Drain","TM19"
191,"Safeguard","TM20"
191,"Frustration","TM21"
191,"SolarBeam","TM22"
191,"Return","TM27"
191,"Double Team","TM32"
191,"Sludge Bomb","TM36"
191,"Facade","TM42"
191,"Secret Power","TM43"
191,"Rest","TM44"
191,"Attract","TM45"
283,"Water Pulse","TM03"
283,"Toxic","TM06"
283,"Hidden Power","TM10"
283,"Sunny Day","TM11"
283,"Ice Beam","TM13"
283,"Blizzard","TM14"
283,"Protect","TM17"
283,"Rain Dance","TM18"
283,"Giga Drain","TM19"
283,"Frustration","TM21"
283,"SolarBeam","TM22"
283,"Return","TM27"
283,"Shadow Ball","TM30"
283,"Double Team","TM32"
283,"Facade","TM42"
283,"Secret Power","TM43"
283,"Rest","TM44"
283,"Attract","TM45"
283,"Thief","TM46"
333,"Toxic","TM06"
333,"Hidden Power","TM10"
333,"Sunny Day","TM11"
333,"Ice Beam","TM13"
333,"Protect","TM17"
333,"Rain Dance","TM18"
333,"Safeguard","TM20"
333,"Frustration","TM21"
333,"SolarBeam","TM22"
333,"Return","TM27"
333,"Double Team","TM32"
333,"Aerial Ace","TM40"
333,"Facade","TM42"
333,"Secret Power","TM43"
333,"Rest","TM44"
333,"Attract","TM45"
333,"Thief","TM46"
333,"Steel Wing","TM47"
317,"Water Pulse","TM03"
317,"Toxic","TM06"
317,"Bullet Seed","TM09"
317,"Hidden Power","TM10"
317,"Sunny Day","TM11"
317,"Ice Beam","TM13"
317,"Hyper Beam","TM15"
317,"Protect","TM17"
317,"Rain Dance","TM18"
317,"Giga Drain","TM19"
317,"Frustration","TM21"
317,"SolarBeam","TM22"
317,"Return","TM27"
317,"Shadow Ball","TM30"
317,"Double Team","TM32"
317,"Shock Wave","TM34"
317,"Sludge Bomb","TM36"
317,"Facade","TM42"
317,"Secret Power","TM43"
317,"Rest","TM44"
317,"Attract","TM45"
317,"Snatch","TM49"
260,"Focus Punch","TM01"
260,"Water Pulse","TM03"
260,"Roar","TM05"
260,"Toxic","TM06"
260,"Hail","TM07"
260,"Hidden Power","TM10"
260,"Ice Beam","TM13"
260,"Blizzard","TM14"
260,"Hyper Beam","TM15"
260,"Protect","TM17"
260,"Rain Dance","TM18"
260,"Frustration","TM21"
260,"Iron Tail","TM23"
260,"Earthquake","TM26"
260,"Return","TM27"
260,"Dig","TM28"
260,"Brick Break","TM31"
260,"Double Team","TM32"
260,"Rock Tomb","TM39"
260,"Facade","TM42"
260,"Secret Power","TM43"
260,"Rest","TM44"
260,"Attract","TM45"
277,"Toxic","TM06"
277,"Hidden Power","TM10"
277,"Sunny Day","TM11"
277,"Hyper Beam","TM15"
277,"Protect","TM17"
277,"Rain Dance","TM18"
277,"Frustration","TM21"
277,"Return","TM27"
277,"Double Team","TM32"
277,"Aerial Ace","TM40"
277,"Facade","TM42"
277,"Secret Power","TM43"
277,"Rest","TM44"
277,"Attract","TM45"
277,"Thief","TM46"
277,"Steel Wing","TM47"
220,"Roar","TM05"
220,"Toxic","TM06"
220,"Hail","TM07"
220,"Hidden Power","TM10"
220,"Ice Beam","TM13"
220,"Blizzard","TM14"
220,"Light Screen","TM16"
220,"Protect","TM17"
220,"Rain Dance","TM18"
220,"Frustration","TM21"
220,"Earthquake","TM26"
220,"Return","TM27"
220,"Dig","TM28"
220,"Double Team","TM32"
220,"Reflect","TM33"
220,"Sandstorm","TM37"
220,"Rock Tomb","TM39"
220,"Facade","TM42"
220,"Secret Power","TM43"
220,"Rest","TM44"
220,"Attract","TM45"
276,"Toxic","TM06"
276,"Hidden Power","TM10"
276,"Sunny Day","TM11"
276,"Protect","TM17"
276,"Rain Dance","TM18"
276,"Frustration","TM21"
276,"Return","TM27"
276,"Double Team","TM32"
276,"Aerial Ace","TM40"
276,"Facade","TM42"
276,"Secret Power","TM43"
276,"Rest","TM44"
276,"Attract","TM45"
276,"Thief","TM46"
276,"Steel Wing","TM47"
114,"Toxic","TM06"
114,"Bullet Seed","TM09"
114,"Hidden Power","TM10"
114,"Sunny Day","TM11"
114,"Hyper Beam","TM15"
114,"Protect","TM17"
114,"Giga Drain","TM19"
114,"Frustration","TM21"
114,"SolarBeam","TM22"
114,"Return","TM27"
114,"Double Team","TM32"
114,"Sludge Bomb","TM36"
114,"Facade","TM42"
114,"Secret Power","TM43"
114,"Rest","TM44"
114,"Attract","TM45"
114,"Thief","TM46"
128,"Water Pulse","TM03"
128,"Toxic","TM06"
128,"Hidden Power","TM10"
128,"Sunny Day","TM11"
128,"Ice Beam","TM13"
128,"Blizzard","TM14"
128,"Hyper Beam","TM15"
128,"Protect","TM17"
128,"Rain Dance","TM18"
128,"Frustration","TM21"
128,"SolarBeam","TM22"
128,"Iron Tail","TM23"
128,"Thunderbolt","TM24"
128,"Thunder","TM25"
128,"Earthquake","TM26"
128,"Return","TM27"
128,"Double Team","TM32"
128,"Shock Wave","TM34"
128,"Flamethrower","TM35"
128,"Sandstorm","TM37"
128,"Fire Blast","TM38"
128,"Rock Tomb","TM39"
128,"Facade","TM42"
128,"Secret Power","TM43"
128,"Rest","TM44"
128,"Attract","TM45"
216,"Focus Punch","TM01"
216,"Roar","TM05"
216,"Toxic","TM06"
216,"Bulk Up","TM08"
216,"Hidden Power","TM10"
216,"Sunny Day","TM11"
216,"Taunt","TM12"
216,"Protect","TM17"
216,"Rain Dance","TM18"
216,"Frustration","TM21"
216,"Earthquake","TM26"
216,"Return","TM27"
216,"Dig","TM28"
216,"Brick Break","TM31"
216,"Double Team","TM32"
216,"Aerial Ace","TM40"
216,"Torment","TM41"
216,"Facade","TM42"
216,"Secret Power","TM43"
216,"Rest","TM44"
216,"Attract","TM45"
216,"Thief","TM46"
72,"Water Pulse","TM03"
72,"Toxic","TM06"
72,"Hail","TM07"
72,"Hidden Power","TM10"
72,"Ice Beam","TM13"
72,"Blizzard","TM14"
72,"Protect","TM17"
72,"Rain Dance","TM18"
72,"Giga Drain","TM19"
72,"Frustration","TM21"
72,"Return","TM27"
72,"Double Team","TM32"
72,"Sludge Bomb","TM36"
72,"Facade","TM42"
72,"Secret Power","TM43"
72,"Rest","TM44"
72,"Attract","TM45"
72,"Thief","TM46"
73,"Water Pulse","TM03"
73,"Toxic","TM06"
73,"Hail","TM07"
73,"Hidden Power","TM10"
73,"Ice Beam","TM13"
73,"Blizzard","TM14"
73,"Hyper Beam","TM15"
73,"Protect","TM17"
73,"Rain Dance","TM18"
73,"Giga Drain","TM19"
73,"Frustration","TM21"
73,"Return","TM27"
73,"Double Team","TM32"
73,"Sludge Bomb","TM36"
73,"Facade","TM42"
73,"Secret Power","TM43"
73,"Rest","TM44"
73,"Attract","TM45"
73,"Thief","TM46"
175,"Water Pulse","TM03"
175,"Toxic","TM06"
175,"Hidden Power","TM10"
175,"Sunny Day","TM11"
175,"Light Screen","TM16"
175,"Protect","TM17"
175,"Rain Dance","TM18"
175,"Safeguard","TM20"
175,"Frustration","TM21"
175,"SolarBeam","TM22"
175,"Return","TM27"
175,"Psychic","TM29"
175,"Shadow Ball","TM30"
175,"Double Team","TM32"
175,"Reflect","TM33"
175,"Shock Wave","TM34"
175,"Flamethrower","TM35"
175,"Fire Blast","TM38"
175,"Facade","TM42"
175,"Secret Power","TM43"
175,"Rest","TM44"
175,"Attract","TM45"
176,"Focus Punch","TM01"
176,"Water Pulse","TM03"
176,"Toxic","TM06"
176,"Hidden Power","TM10"
176,"Sunny Day","TM11"
176,"Hyper Beam","TM15"
176,"Light Screen","TM16"
176,"Protect","TM17"
176,"Rain Dance","TM18"
176,"Safeguard","TM20"
176,"Frustration","TM21"
176,"SolarBeam","TM22"
176,"Return","TM27"
176,"Psychic","TM29"
176,"Shadow Ball","TM30"
176,"Brick Break","TM31"
176,"Double Team","TM32"
176,"Reflect","TM33"
176,"Shock Wave","TM34"
176,"Flamethrower","TM35"
176,"Fire Blast","TM38"
176,"Aerial Ace","TM40"
176,"Facade","TM42"
176,"Secret Power","TM43"
176,"Rest","TM44"
176,"Attract","TM45"
176,"Steel Wing","TM47"
255,"Toxic","TM06"
255,"Hidden Power","TM10"
255,"Sunny Day","TM11"
255,"Protect","TM17"
255,"Frustration","TM21"
255,"Return","TM27"
255,"Dig","TM28"
255,"Double Team","TM32"
255,"Flamethrower","TM35"
255,"Fire Blast","TM38"
255,"Rock Tomb","TM39"
255,"Aerial Ace","TM40"
255,"Facade","TM42"
255,"Secret Power","TM43"
255,"Rest","TM44"
255,"Attract","TM45"
255,"Overheat","TM50"
324,"Toxic","TM06"
324,"Hidden Power","TM10"
324,"Sunny Day","TM11"
324,"Protect","TM17"
324,"Frustration","TM21"
324,"Iron Tail","TM23"
324,"Return","TM27"
324,"Double Team","TM32"
324,"Flamethrower","TM35"
324,"Sludge Bomb","TM36"
324,"Fire Blast","TM38"
324,"Facade","TM42"
324,"Secret Power","TM43"
324,"Rest","TM44"
324,"Attract","TM45"
324,"Overheat","TM50"
158,"Focus Punch","TM01"
158,"Water Pulse","TM03"
158,"Toxic","TM06"
158,"Hail","TM07"
158,"Hidden Power","TM10"
158,"Ice Beam","TM13"
158,"Blizzard","TM14"
158,"Protect","TM17"
158,"Rain Dance","TM18"
158,"Frustration","TM21"
158,"Iron Tail","TM23"
158,"Return","TM27"
158,"Dig","TM28"
158,"Brick Break","TM31"
158,"Double Team","TM32"
158,"Aerial Ace","TM40"
158,"Facade","TM42"
158,"Secret Power","TM43"
158,"Rest","TM44"
158,"Attract","TM45"
328,"Toxic","TM06"
328,"Hidden Power","TM10"
328,"Sunny Day","TM11"
328,"Hyper Beam","TM15"
328,"Protect","TM17"
328,"Giga Drain","TM19"
328,"Frustration","TM21"
328,"SolarBeam","TM22"
328,"Earthquake","TM26"
328,"Return","TM27"
328,"Dig","TM28"
328,"Double Team","TM32"
328,"Sandstorm","TM37"
328,"Rock Tomb","TM39"
328,"Facade","TM42"
328,"Secret Power","TM43"
328,"Rest","TM44"
328,"Attract","TM45"
252,"Focus Punch","TM01"
252,"Toxic","TM06"
252,"Bullet Seed","TM09"
252,"Hidden Power","TM10"
252,"Sunny Day","TM11"
252,"Protect","TM17"
252,"Giga Drain","TM19"
252,"Safeguard","TM20"
252,"Frustration","TM21"
252,"SolarBeam","TM22"
252,"Iron Tail","TM23"
252,"Return","TM27"
252,"Dig","TM28"
252,"Brick Break","TM31"
252,"Double Team","TM32"
252,"Rock Tomb","TM39"
252,"Aerial Ace","TM40"
252,"Facade","TM42"
252,"Secret Power","TM43"
252,"Rest","TM44"
252,"Attract","TM45"
357,"Roar","TM05"
357,"Toxic","TM06"
357,"Bullet Seed","TM09"
357,"Hidden Power","TM10"
357,"Sunny Day","TM11"
357,"Hyper Beam","TM15"
357,"Protect","TM17"
357,"Giga Drain","TM19"
357,"Safeguard","TM20"
357,"Frustration","TM21"
357,"SolarBeam","TM22"
357,"Earthquake","TM26"
357,"Return","TM27"
357,"Double Team","TM32"
357,"Aerial Ace","TM40"
357,"Facade","TM42"
357,"Secret Power","TM43"
357,"Rest","TM44"
357,"Attract","TM45"
357,"Steel Wing","TM47"
157,"Focus Punch","TM01"
157,"Roar","TM05"
157,"Toxic","TM06"
157,"Hidden Power","TM10"
157,"Sunny Day","TM11"
157,"Hyper Beam","TM15"
157,"Protect","TM17"
157,"Frustration","TM21"
157,"Earthquake","TM26"
157,"Return","TM27"
157,"Dig","TM28"
157,"Brick Break","TM31"
157,"Double Team","TM32"
157,"Flamethrower","TM35"
157,"Fire Blast","TM38"
157,"Aerial Ace","TM40"
157,"Facade","TM42"
157,"Secret Power","TM43"
157,"Rest","TM44"
157,"Attract","TM45"
157,"Overheat","TM50"
248,"Focus Punch","TM01"
248,"Dragon Claw","TM02"
248,"Water Pulse","TM03"
248,"Roar","TM05"
248,"Toxic","TM06"
248,"Hidden Power","TM10"
248,"Sunny Day","TM11"
248,"Taunt","TM12"
248,"Ice Beam","TM13"
248,"Blizzard","TM14"
248,"Hyper Beam","TM15"
248,"Protect","TM17"
248,"Rain Dance","TM18"
248,"Frustration","TM21"
248,"Iron Tail","TM23"
248,"Thunderbolt","TM24"
248,"Thunder","TM25"
248,"Earthquake","TM26"
248,"Return","TM27"
248,"Dig","TM28"
248,"Brick Break","TM31"
248,"Double Team","TM32"
248,"Shock Wave","TM34"
248,"Flamethrower","TM35"
248,"Sandstorm","TM37"
248,"Fire Blast","TM38"
248,"Rock Tomb","TM39"
248,"Aerial Ace","TM40"
248,"Torment","TM41"
248,"Facade","TM42"
248,"Secret Power","TM43"
248,"Rest","TM44"
248,"Attract","TM45"
236,"Toxic","TM06"
236,"Bulk Up","TM08"
236,"Hidden Power","TM10"
236,"Sunny Day","TM11"
236,"Protect","TM17"
236,"Rain Dance","TM18"
236,"Frustration","TM21"
236,"Earthquake","TM26"
236,"Return","TM27"
236,"Brick Break","TM31"
236,"Double Team","TM32"
236,"Facade","TM42"
236,"Secret Power","TM43"
236,"Rest","TM44"
236,"Attract","TM45"
236,"Thief","TM46"
197,"Toxic","TM06"
197,"Hidden Power","TM10"
197,"Sunny Day","TM11"
197,"Taunt","TM12"
197,"Hyper Beam","TM15"
197,"Protect","TM17"
197,"Rain Dance","TM18"
197,"Frustration","TM21"
197,"Iron Tail","TM23"
197,"Return","TM27"
197,"Dig","TM28"
197,"Psychic","TM29"
197,"Shadow Ball","TM30"
197,"Double Team","TM32"
197,"Torment","TM41"
197,"Facade","TM42"
197,"Secret Power","TM43"
197,"Rest","TM44"
197,"Attract","TM45"
197,"Snatch","TM49"
217,"Focus Punch","TM01"
217,"Roar","TM05"
217,"Toxic","TM06"
217,"Bulk Up","TM08"
217,"Hidden Power","TM10"
217,"Sunny Day","TM11"
217,"Taunt","TM12"
217,"Hyper Beam","TM15"
217,"Protect","TM17"
217,"Rain Dance","TM18"
217,"Frustration","TM21"
217,"Earthquake","TM26"
217,"Return","TM27"
217,"Dig","TM28"
217,"Brick Break","TM31"
217,"Double Team","TM32"
217,"Rock Tomb","TM39"
217,"Aerial Ace","TM40"
217,"Torment","TM41"
217,"Facade","TM42"
217,"Secret Power","TM43"
217,"Rest","TM44"
217,"Attract","TM45"
217,"Thief","TM46"
134,"Water Pulse","TM03"
134,"Roar","TM05"
134,"Toxic","TM06"
134,"Hail","TM07"
134,"Hidden Power","TM10"
134,"Sunny Day","TM11"
134,"Ice Beam","TM13"
134,"Blizzard","TM14"
134,"Hyper Beam","TM15"
134,"Protect","TM17"
134,"Rain Dance","TM18"
134,"Frustration","TM21"
134,"Iron Tail","TM23"
134,"Return","TM27"
134,"Dig","TM28"
134,"Shadow Ball","TM30"
134,"Double Team","TM32"
134,"Facade","TM42"
134,"Secret Power","TM43"
134,"Rest","TM44"
134,"Attract","TM45"
49,"Toxic","TM06"
49,"Hidden Power","TM10"
49,"Sunny Day","TM11"
49,"Hyper Beam","TM15"
49,"Protect","TM17"
49,"Giga Drain","TM19"
49,"Frustration","TM21"
49,"SolarBeam","TM22"
49,"Return","TM27"
49,"Psychic","TM29"
49,"Double Team","TM32"
49,"Sludge Bomb","TM36"
49,"Aerial Ace","TM40"
49,"Facade","TM42"
49,"Secret Power","TM43"
49,"Rest","TM44"
49,"Attract","TM45"
49,"Thief","TM46"
49,"Skill Swap","TM48"
48,"Toxic","TM06"
48,"Hidden Power","TM10"
48,"Sunny Day","TM11"
48,"Protect","TM17"
48,"Giga Drain","TM19"
48,"Frustration","TM21"
48,"SolarBeam","TM22"
48,"Return","TM27"
48,"Psychic","TM29"
48,"Double Team","TM32"
48,"Sludge Bomb","TM36"
48,"Facade","TM42"
48,"Secret Power","TM43"
48,"Rest","TM44"
48,"Attract","TM45"
48,"Thief","TM46"
48,"Skill Swap","TM48"
3,"Roar","TM05"
3,"Toxic","TM06"
3,"Bullet Seed","TM09"
3,"Hidden Power","TM10"
3,"Sunny Day","TM11"
3,"Hyper Beam","TM15"
3,"Protect","TM17"
3,"Giga Drain","TM19"
3,"Frustration","TM21"
3,"SolarBeam","TM22"
3,"Earthquake","TM26"
3,"Return","TM27"
3,"Double Team","TM32"
3,"Sludge Bomb","TM36"
3,"Facade","TM42"
3,"Secret Power","TM43"
3,"Rest","TM44"
3,"Attract","TM45"
329,"Toxic","TM06"
329,"Hidden Power","TM10"
329,"Sunny Day","TM11"
329,"Hyper Beam","TM15"
329,"Protect","TM17"
329,"Giga Drain","TM19"
329,"Frustration","TM21"
329,"SolarBeam","TM22"
329,"Earthquake","TM26"
329,"Return","TM27"
329,"Dig","TM28"
329,"Double Team","TM32"
329,"Sandstorm","TM37"
329,"Rock Tomb","TM39"
329,"Facade","TM42"
329,"Secret Power","TM43"
329,"Rest","TM44"
329,"Attract","TM45"
329,"Steel Wing","TM47"
71,"Toxic","TM06"
71,"Bullet Seed","TM09"
71,"Hidden Power","TM10"
71,"Sunny Day","TM11"
71,"Hyper Beam","TM15"
71,"Protect","TM17"
71,"Giga Drain","TM19"
71,"Frustration","TM21"
71,"SolarBeam","TM22"
71,"Return","TM27"
71,"Double Team","TM32"
71,"Sludge Bomb","TM36"
71,"Facade","TM42"
71,"Secret Power","TM43"
71,"Rest","TM44"
71,"Attract","TM45"
71,"Thief","TM46"
288,"Focus Punch","TM01"
288,"Water Pulse","TM03"
288,"Roar","TM05"
288,"Toxic","TM06"
288,"Bulk Up","TM08"
288,"Hidden Power","TM10"
288,"Sunny Day","TM11"
288,"Taunt","TM12"
288,"Ice Beam","TM13"
288,"Blizzard","TM14"
288,"Protect","TM17"
288,"Rain Dance","TM18"
288,"Frustration","TM21"
288,"SolarBeam","TM22"
288,"Thunderbolt","TM24"
288,"Thunder","TM25"
288,"Earthquake","TM26"
288,"Return","TM27"
288,"Shadow Ball","TM30"
288,"Brick Break","TM31"
288,"Double Team","TM32"
288,"Shock Wave","TM34"
288,"Flamethrower","TM35"
288,"Fire Blast","TM38"
288,"Aerial Ace","TM40"
288,"Facade","TM42"
288,"Secret Power","TM43"
288,"Rest","TM44"
288,"Attract","TM45"
45,"Toxic","TM06"
45,"Bullet Seed","TM09"
45,"Hidden Power","TM10"
45,"Sunny Day","TM11"
45,"Hyper Beam","TM15"
45,"Protect","TM17"
45,"Giga Drain","TM19"
45,"Frustration","TM21"
45,"SolarBeam","TM22"
45,"Return","TM27"
45,"Double Team","TM32"
45,"Sludge Bomb","TM36"
45,"Facade","TM42"
45,"Secret Power","TM43"
45,"Rest","TM44"
45,"Attract","TM45"
313,"Focus Punch","TM01"
313,"Water Pulse","TM03"
313,"Toxic","TM06"
313,"Hidden Power","TM10"
313,"Sunny Day","TM11"
313,"Light Screen","TM16"
313,"Protect","TM17"
313,"Rain Dance","TM18"
313,"Giga Drain","TM19"
313,"Frustration","TM21"
313,"SolarBeam","TM22"
313,"Thunderbolt","TM24"
313,"Thunder","TM25"
313,"Return","TM27"
313,"Shadow Ball","TM30"
