NDex#,Move
304,"Snore"
304,"Spite"
304,"Stomp"
304,"Strength"
304,"Substitute"
304,"Sunny Day"
304,"Superpower"
304,"Swagger"
304,"Tackle"
304,"Take Down"
304,"Toxic"
304,"Uproar"
304,"Water Pulse"
305,"Aerial Ace"
305,"Ancient Power"
305,"Attract"
305,"Body Slam"
305,"Cut"
305,"Defense Curl"
305,"Dig"
305,"Double-Edge"
305,"Double Team"
305,"Earthquake"
305,"Endeavor"
305,"Endure"
305,"Facade"
305,"Frustration"
305,"Fury Cutter"
305,"Harden"
305,"Headbutt"
305,"Hidden Power"
305,"Iron Defense"
305,"Iron Tail"
305,"Metal Claw"
305,"Metal Sound"
305,"Mimic"
305,"Mud-Slap"
305,"Protect"
305,"Rain Dance"
305,"Rest"
305,"Return"
305,"Reversal"
305,"Roar"
305,"Rock Blast"
305,"Rock Slide"
305,"Rock Smash"
305,"Rock Tomb"
305,"Rollout"
305,"Sandstorm"
305,"Sand Tomb"
305,"Screech"
305,"Secret Power"
305,"Shock Wave"
305,"Sleep Talk"
305,"Snore"
305,"Spite"
305,"Strength"
305,"Substitute"
305,"Sunny Day"
305,"Superpower"
305,"Swagger"
305,"Tackle"
305,"Take Down"
305,"Toxic"
305,"Uproar"
305,"Water Pulse"
306,"Aerial Ace"
306,"Ancient Power"
306,"Attract"
306,"Blizzard"
306,"Block"
306,"Body Slam"
306,"Brick Break"
306,"Counter"
306,"Crunch"
306,"Cut"
306,"Defense Curl"
306,"Dig"
306,"Double-Edge"
306,"Double Team"
306,"Dragon Claw"
306,"Dynamic Punch"
306,"Earthquake"
306,"Endeavor"
306,"Endure"
306,"Facade"
306,"Fire Blast"
306,"Fire Punch"
306,"Flamethrower"
306,"Focus Punch"
306,"Frustration"
306,"Fury Cutter"
306,"Harden"
306,"Headbutt"
306,"Hidden Power"
306,"Hydro Pump"
306,"Hyper Beam"
306,"Ice Beam"
306,"Ice Punch"
306,"Icy Wind"
306,"Iron Defense"
306,"Iron Tail"
306,"Low Kick"
306,"Mega Kick"
306,"Mega Punch"
306,"Metal Claw"
306,"Metal Sound"
306,"Mimic"
306,"Mud-Slap"
306,"Outrage"
306,"Protect"
306,"Rain Dance"
306,"Rest"
306,"Return"
306,"Reversal"
306,"Roar"
306,"Rock Blast"
306,"Rock Slide"
306,"Rock Smash"
306,"Rock Tomb"
306,"Rollout"
306,"Sandstorm"
306,"Sand Tomb"
306,"Scary Face"
306,"Screech"
306,"Secret Power"
306,"Seismic Toss"
306,"Shock Wave"
306,"Sleep Talk"
306,"Snore"
306,"Solar Beam"
306,"Spite"
306,"Strength"
306,"Substitute"
306,"Sunny Day"
306,"Superpower"
306,"Surf"
306,"Swagger"
306,"Tackle"
306,"Take Down"
306,"Taunt"
306,"Thunder"
306,"Thunderbolt"
306,"Thunder Punch"
306,"Thunder Wave"
306,"Toxic"
306,"Uproar"
306,"Water Pulse"
306,"Whirlpool"
307,"Attract"
307,"Baton Pass"
307,"Bide"
307,"Body Slam"
307,"Brick Break"
307,"Bulk Up"
307,"Calm Mind"
307,"Confusion"
307,"Counter"
307,"Detect"
307,"Double-Edge"
307,"Double Team"
307,"Dream Eater"
307,"Dynamic Punch"
307,"Endure"
307,"Facade"
307,"Fake Out"
307,"Fire Punch"
307,"Flash"
307,"Focus Punch"
307,"Foresight"
307,"Frustration"
307,"Headbutt"
307,"Helping Hand"
307,"Hidden Power"
307,"High Jump Kick"
307,"Ice Punch"
307,"Light Screen"
307,"Low Kick"
307,"Magic Coat"
307,"Meditate"
307,"Mega Kick"
307,"Mega Punch"
307,"Metronome"
307,"Mimic"
307,"Mind Reader"
307,"Mud-Slap"
307,"Pain Split"
307,"Protect"
307,"Psychic"
307,"Psych Up"
307,"Rain Dance"
307,"Recover"
307,"Reflect"
307,"Rest"
307,"Return"
307,"Reversal"
307,"Rock Slide"
307,"Rock Smash"
307,"Rock Tomb"
307,"Role Play"
307,"Secret Power"
307,"Seismic Toss"
307,"Shadow Ball"
307,"Signal Beam"
307,"Sleep Talk"
307,"Snore"
307,"Strength"
307,"Substitute"
307,"Sunny Day"
307,"Swagger"
307,"Swift"
307,"Thunder Punch"
307,"Toxic"
307,"Trick"
308,"Attract"
308,"Bide"
308,"Body Slam"
308,"Brick Break"
308,"Bulk Up"
308,"Calm Mind"
308,"Confusion"
308,"Counter"
308,"Detect"
308,"Double-Edge"
308,"Double Team"
308,"Dream Eater"
308,"Dynamic Punch"
308,"Endure"
308,"Facade"
308,"Fire Punch"
308,"Flash"
308,"Focus Punch"
308,"Frustration"
308,"Headbutt"
308,"Helping Hand"
308,"Hidden Power"
308,"High Jump Kick"
308,"Hyper Beam"
308,"Ice Punch"
308,"Light Screen"
308,"Low Kick"
308,"Magic Coat"
308,"Meditate"
308,"Mega Kick"
308,"Mega Punch"
308,"Metronome"
308,"Mimic"
308,"Mind Reader"
308,"Mud-Slap"
308,"Pain Split"
308,"Protect"
308,"Psychic"
308,"Psych Up"
308,"Rain Dance"
308,"Recover"
308,"Reflect"
308,"Rest"
308,"Return"
308,"Reversal"
308,"Rock Slide"
308,"Rock Smash"
308,"Rock Tomb"
308,"Role Play"
308,"Secret Power"
308,"Seismic Toss"
308,"Shadow Ball"
308,"Signal Beam"
308,"Sleep Talk"
308,"Snore"
308,"Strength"
308,"Substitute"
308,"Sunny Day"
308,"Swagger"
308,"Swift"
308,"Thunder Punch"
308,"Toxic"
308,"Trick"
309,"Agility"
309,"Attract"
309,"Bite"
309,"Body Slam"
309,"Charge"
309,"Crunch"
309,"Curse"
309,"Double-Edge"
309,"Double Team"
309,"Endure"
309,"Facade"
309,"Flamethrower"
309,"Flash"
309,"Frustration"
309,"Headbutt"
309,"Hidden Power"
309,"Howl"
309,"Iron Tail"
309,"Leer"
309,"Light Screen"
309,"Mimic"
309,"Mud-Slap"
309,"Odor Sleuth"
309,"Protect"
309,"Quick Attack"
309,"Rain Dance"
309,"Rest"
309,"Return"
309,"Roar"
309,"Secret Power"
309,"Shock Wave"
309,"Signal Beam"
309,"Sleep Talk"
309,"Snore"
309,"Spark"
309,"Strength"
309,"Substitute"
309,"Swagger"
309,"Swift"
309,"Tackle"
309,"Thief"
309,"Thunder"
309,"Thunderbolt"
309,"Thunder Wave"
309,"Toxic"
309,"Uproar"
310,"Agility"
310,"Attract"
310,"Bite"
310,"Body Slam"
310,"Charge"
310,"Crunch"
310,"Double-Edge"
310,"Double Team"
310,"Endure"
310,"Facade"
310,"Flamethrower"
310,"Flash"
310,"Frustration"
310,"Headbutt"
310,"Hidden Power"
310,"Howl"
310,"Hyper Beam"
310,"Hyper Voice"
310,"Iron Tail"
310,"Leer"
310,"Light Screen"
310,"Mimic"
310,"Mud-Slap"
310,"Odor Sleuth"
310,"Overheat"
310,"Protect"
310,"Quick Attack"
310,"Rain Dance"
310,"Refresh"
310,"Rest"
310,"Return"
310,"Roar"
310,"Scary Face"
310,"Secret Power"
310,"Shock Wave"
310,"Signal Beam"
310,"Sleep Talk"
310,"Snore"
310,"Spark"
310,"Strength"
310,"Substitute"
310,"Swagger"
310,"Swift"
310,"Tackle"
310,"Thief"
310,"Thunder"
310,"Thunderbolt"
310,"Thunder Wave"
310,"Toxic"
310,"Uproar"
311,"Agility"
311,"Attract"
311,"Baton Pass"
311,"Body Slam"
311,"Charge"
311,"Charm"
311,"Counter"
311,"Covet"
311,"Defense Curl"
311,"Double-Edge"
311,"Double Team"
311,"Dynamic Punch"
311,"Encore"
311,"Endure"
311,"Facade"
311,"Fake Tears"
311,"Flash"
311,"Frustration"
311,"Growl"
311,"Headbutt"
311,"Helping Hand"
311,"Hidden Power"
311,"Iron Tail"
311,"Light Screen"
311,"Mega Kick"
311,"Mega Punch"
311,"Metronome"
311,"Mimic"
311,"Mud-Slap"
311,"Protect"
311,"Quick Attack"
311,"Rain Dance"
311,"Rest"
311,"Return"
311,"Rollout"
311,"Secret Power"
311,"Seismic Toss"
311,"Shock Wave"
311,"Signal Beam"
311,"Sing"
311,"Sleep Talk"
311,"Snore"
311,"Spark"
311,"Substitute"
311,"Swagger"
311,"Sweet Kiss"
311,"Swift"
311,"Thunder"
311,"Thunderbolt"
311,"Thunder Punch"
311,"Thunder Wave"
311,"Toxic"
311,"Uproar"
311,"Water Sport"
311,"Wish"
312,"Agility"
312,"Attract"
312,"Baton Pass"
312,"Body Slam"
312,"Charge"
312,"Charm"
312,"Counter"
312,"Covet"
312,"Defense Curl"
312,"Double-Edge"
312,"Double Team"
312,"Dynamic Punch"
312,"Encore"
312,"Endure"
312,"Facade"
312,"Fake Tears"
312,"Flash"
312,"Frustration"
312,"Growl"
312,"Headbutt"
312,"Helping Hand"
312,"Hidden Power"
312,"Iron Tail"
312,"Light Screen"
312,"Mega Kick"
312,"Mega Punch"
312,"Metronome"
312,"Mimic"
312,"Mud-Slap"
312,"Mud Sport"
312,"Protect"
312,"Quick Attack"
312,"Rain Dance"
312,"Rest"
312,"Return"
312,"Rollout"
312,"Secret Power"
312,"Seismic Toss"
312,"Shock Wave"
312,"Signal Beam"
312,"Sing"
312,"Sleep Talk"
312,"Snore"
312,"Spark"
312,"Substitute"
312,"Swagger"
312,"Sweet Kiss"
312,"Swift"
312,"Thunder"
312,"Thunderbolt"
312,"Thunder Punch"
312,"Thunder Wave"
312,"Toxic"
312,"Uproar"
312,"Wish"
313,"Aerial Ace"
313,"Air Cutter"
313,"Attract"
313,"Baton Pass"
313,"Body Slam"
313,"Brick Break"
313,"Confuse Ray"
313,"Counter"
313,"Dizzy Punch"
313,"Double-Edge"
313,"Double Team"
313,"Dynamic Punch"
313,"Encore"
313,"Endure"
313,"Facade"
313,"Flash"
313,"Focus Punch"
313,"Frustration"
313,"Giga Drain"
313,"Helping Hand"
313,"Hidden Power"
313,"Ice Punch"
313,"Light Screen"
313,"Mega Kick"
313,"Mega Punch"
313,"Metronome"
313,"Mimic"
313,"Moonlight"
313,"Mud-Slap"
313,"Protect"
313,"Psych Up"
313,"Quick Attack"
313,"Rain Dance"
313,"Rest"
313,"Return"
313,"Secret Power"
313,"Seismic Toss"
313,"Shadow Ball"
313,"Shock Wave"
313,"Signal Beam"
313,"Silver Wind"
313,"Sleep Talk"
313,"Snore"
313,"Solar Beam"
313,"String Shot"
313,"Substitute"
313,"Sunny Day"
313,"Swagger"
313,"Swift"
313,"Tackle"
313,"Tail Glow"
313,"Thief"
313,"Thunder"
313,"Thunderbolt"
313,"Thunder Punch"
313,"Thunder Wave"
313,"Toxic"
313,"Trick"
313,"Water Pulse"
314,"Aerial Ace"
314,"Air Cutter"
314,"Aromatherapy"
314,"Attract"
314,"Baton Pass"
314,"Body Slam"
314,"Brick Break"
314,"Charm"
314,"Confuse Ray"
314,"Counter"
314,"Covet"
314,"Double-Edge"
314,"Double Team"
314,"Dynamic Punch"
314,"Encore"
314,"Endure"
314,"Facade"
314,"Fake Tears"
314,"Flash"
314,"Flatter"
314,"Focus Punch"
314,"Frustration"
314,"Giga Drain"
314,"Growth"
314,"Helping Hand"
314,"Hidden Power"
314,"Ice Punch"
314,"Light Screen"
314,"Mega Kick"
314,"Mega Punch"
314,"Metronome"
314,"Mimic"
314,"Moonlight"
314,"Mud-Slap"
314,"Protect"
314,"Psych Up"
314,"Quick Attack"
314,"Rain Dance"
314,"Rest"
314,"Return"
314,"Secret Power"
314,"Seismic Toss"
314,"Shadow Ball"
314,"Shock Wave"
314,"Silver Wind"
314,"Sleep Talk"
314,"Snore"
314,"Solar Beam"
314,"String Shot"
314,"Substitute"
314,"Sunny Day"
314,"Swagger"
314,"Sweet Scent"
314,"Swift"
314,"Tackle"
314,"Thief"
314,"Thunder"
314,"Thunderbolt"
314,"Thunder Punch"
314,"Thunder Wave"
314,"Toxic"
314,"Water Pulse"
314,"Wish"
315,"Absorb"
315,"Aromatherapy"
315,"Attract"
315,"Body Slam"
315,"Bullet Seed"
315,"Cotton Spore"
315,"Covet"
315,"Cut"
315,"Double-Edge"
315,"Double Team"
315,"Endure"
315,"Extrasensory"
315,"Facade"
315,"Flash"
315,"Frustration"
315,"Fury Cutter"
315,"Giga Drain"
315,"Grass Whistle"
315,"Growth"
315,"Hidden Power"
315,"Ingrain"
315,"Leech Seed"
315,"Magical Leaf"
315,"Mega Drain"
315,"Mimic"
315,"Mind Reader"
315,"Mud-Slap"
315,"Nature Power"
315,"Nightmare"
315,"Petal Dance"
315,"Pin Missile"
315,"Poison Sting"
315,"Protect"
315,"Psych Up"
315,"Rain Dance"
315,"Razor Leaf"
315,"Rest"
315,"Return"
315,"Secret Power"
315,"Shadow Ball"
315,"Sleep Powder"
315,"Sleep Talk"
315,"Sludge Bomb"
315,"Snore"
315,"Solar Beam"
315,"Spikes"
315,"Stun Spore"
315,"Substitute"
315,"Sunny Day"
315,"Swagger"
315,"Sweet Kiss"
315,"Sweet Scent"
315,"Swift"
315,"Swords Dance"
315,"Synthesis"
315,"Toxic"
315,"Uproar"
315,"Weather Ball"
316,"Acid Armor"
316,"Amnesia"
316,"Attract"
316,"Body Slam"
316,"Bullet Seed"
316,"Counter"
316,"Curse"
316,"Defense Curl"
316,"Destiny Bond"
316,"Double-Edge"
316,"Double Team"
316,"Dream Eater"
316,"Dynamic Punch"
316,"Encore"
316,"Endure"
316,"Explosion"
316,"Facade"
316,"Fire Punch"
316,"Frustration"
316,"Giga Drain"
316,"Headbutt"
316,"Hidden Power"
316,"Ice Beam"
316,"Ice Punch"
316,"Mimic"
316,"Mud-Slap"
316,"Nightmare"
316,"Pain Split"
316,"Poison Gas"
316,"Pound"
316,"Protect"
316,"Rain Dance"
316,"Rest"
316,"Return"
316,"Rock Smash"
316,"Rollout"
316,"Secret Power"
316,"Self-Destruct"
316,"Shadow Ball"
316,"Shock Wave"
316,"Sing"
316,"Sleep Talk"
316,"Sludge"
316,"Sludge Bomb"
316,"Smog"
316,"Snatch"
316,"Snore"
316,"Solar Beam"
316,"Spit Up"
316,"Stockpile"
316,"Strength"
316,"Substitute"
316,"Sunny Day"
316,"Swagger"
316,"Swallow"
316,"Thunder Punch"
316,"Toxic"
316,"Water Pulse"
316,"Yawn"
317,"Amnesia"
317,"Attract"
317,"Block"
317,"Body Slam"
317,"Bullet Seed"
317,"Counter"
317,"Defense Curl"
317,"Double-Edge"
317,"Double Team"
317,"Dream Eater"
317,"Dynamic Punch"
317,"Earthquake"
317,"Encore"
317,"Endure"
317,"Explosion"
317,"Facade"
317,"Fire Punch"
317,"Frustration"
317,"Giga Drain"
317,"Headbutt"
317,"Hidden Power"
317,"Hyper Beam"
317,"Ice Beam"
317,"Ice Punch"
317,"Mimic"
317,"Mud-Slap"
317,"Nightmare"
317,"Pain Split"
317,"Poison Gas"
317,"Pound"
317,"Protect"
317,"Rain Dance"
317,"Rest"
317,"Return"
317,"Rock Smash"
317,"Rollout"
317,"Secret Power"
317,"Self-Destruct"
317,"Shadow Ball"
317,"Shock Wave"
317,"Sleep Talk"
317,"Sludge"
317,"Sludge Bomb"
317,"Snatch"
317,"Snore"
317,"Solar Beam"
317,"Spit Up"
317,"Stockpile"
317,"Strength"
317,"Substitute"
317,"Sunny Day"
317,"Swagger"
317,"Swallow"
317,"Thunder Punch"
317,"Toxic"
317,"Water Pulse"
317,"Yawn"
318,"Agility"
318,"Ancient Power"
318,"Attract"
318,"Bite"
318,"Blizzard"
318,"Bounce"
318,"Crunch"
318,"Destiny Bond"
318,"Dive"
318,"Double-Edge"
318,"Double Team"
318,"Endure"
318,"Facade"
318,"Focus Energy"
318,"Frustration"
318,"Fury Cutter"
318,"Hail"
318,"Hidden Power"
318,"Hydro Pump"
318,"Ice Beam"
318,"Icy Wind"
318,"Leer"
318,"Mimic"
318,"Mud-Slap"
318,"Poison Fang"
318,"Protect"
318,"Rage"
318,"Rain Dance"
318,"Refresh"
318,"Rest"
318,"Return"
318,"Scary Face"
318,"Screech"
318,"Secret Power"
318,"Sleep Talk"
318,"Snore"
318,"Spite"
318,"Substitute"
318,"Super Fang"
318,"Surf"
318,"Swagger"
318,"Swift"
318,"Take Down"
318,"Taunt"
318,"Thief"
318,"Thrash"
318,"Torment"
318,"Toxic"
318,"Uproar"
318,"Waterfall"
318,"Water Pulse"
318,"Whirlpool"
319,"Agility"
319,"Ancient Power"
319,"Attract"
319,"Bite"
319,"Blizzard"
319,"Bounce"
319,"Crunch"
319,"Destiny Bond"
319,"Dive"
319,"Double-Edge"
319,"Double Team"
319,"Earthquake"
319,"Endure"
319,"Facade"
319,"Focus Energy"
319,"Frustration"
319,"Fury Cutter"
319,"Hail"
319,"Hidden Power"
319,"Hydro Pump"
319,"Hyper Beam"
319,"Ice Beam"
319,"Icy Wind"
319,"Leer"
319,"Mimic"
319,"Mud-Slap"
319,"Poison Fang"
319,"Protect"
319,"Rage"
319,"Rain Dance"
319,"Rest"
319,"Return"
319,"Roar"
319,"Rock Smash"
319,"Rock Tomb"
319,"Scary Face"
319,"Screech"
319,"Secret Power"
319,"Skull Bash"
319,"Slash"
319,"Sleep Talk"
319,"Snore"
319,"Spite"
319,"Strength"
319,"Substitute"
319,"Super Fang"
319,"Surf"
319,"Swagger"
319,"Swift"
319,"Take Down"
319,"Taunt"
319,"Thief"
319,"Torment"
319,"Toxic"
319,"Uproar"
319,"Waterfall"
319,"Water Pulse"
319,"Whirlpool"
320,"Amnesia"
320,"Astonish"
320,"Attract"
320,"Blizzard"
320,"Body Slam"
320,"Bounce"
320,"Curse"
320,"Defense Curl"
320,"Dive"
320,"Double-Edge"
320,"Double Team"
320,"Earthquake"
320,"Endure"
320,"Facade"
320,"Fissure"
320,"Frustration"
320,"Growl"
320,"Hail"
320,"Headbutt"
320,"Hidden Power"
320,"Hydro Pump"
320,"Hyper Voice"
320,"Ice Beam"
320,"Icy Wind"
320,"Mimic"
320,"Mist"
320,"Protect"
320,"Rain Dance"
320,"Rest"
320,"Return"
320,"Roar"
320,"Rock Smash"
320,"Rock Tomb"
320,"Rollout"
320,"Secret Power"
320,"Self-Destruct"
320,"Sleep Talk"
320,"Snore"
320,"Splash"
320,"Strength"
320,"Substitute"
320,"Surf"
320,"Swagger"
320,"Thrash"
320,"Tickle"
320,"Toxic"
320,"Waterfall"
320,"Water Gun"
320,"Water Pulse"
320,"Water Spout"
320,"Weather Ball"
320,"Whirlpool"
321,"Amnesia"
321,"Astonish"
321,"Attract"
321,"Blizzard"
321,"Block"
321,"Body Slam"
321,"Bounce"
321,"Defense Curl"
321,"Dive"
321,"Double-Edge"
321,"Double Team"
321,"Earthquake"
321,"Endure"
321,"Facade"
321,"Frustration"
321,"Growl"
321,"Hail"
321,"Headbutt"
321,"Hidden Power"
321,"Hydro Pump"
321,"Hyper Beam"
321,"Hyper Voice"
321,"Ice Beam"
321,"Icy Wind"
321,"Mimic"
321,"Mist"
321,"Protect"
321,"Rain Dance"
321,"Rest"
321,"Return"
321,"Roar"
321,"Rock Smash"
321,"Rock Tomb"
321,"Rollout"
321,"Secret Power"
321,"Self-Destruct"
321,"Sleep Talk"
321,"Snore"
321,"Splash"
321,"Strength"
321,"Substitute"
321,"Surf"
321,"Swagger"
321,"Toxic"
321,"Waterfall"
321,"Water Gun"
321,"Water Pulse"
321,"Water Spout"
321,"Weather Ball"
321,"Whirlpool"
322,"Amnesia"
322,"Ancient Power"
322,"Attract"
322,"Body Slam"
322,"Charm"
322,"Curse"
322,"Defense Curl"
322,"Dig"
322,"Double-Edge"
322,"Double Team"
322,"Earthquake"
322,"Ember"
322,"Endure"
322,"Facade"
322,"Fire Blast"
322,"Flamethrower"
322,"Focus Energy"
322,"Frustration"
322,"Growl"
322,"Growth"
322,"Headbutt"
322,"Heat Wave"
322,"Hidden Power"
322,"Howl"
322,"Magnitude"
322,"Mimic"
322,"Mud-Slap"
322,"Nature Power"
322,"Overheat"
322,"Protect"
322,"Rest"
322,"Return"
322,"Rock Slide"
322,"Rock Smash"
322,"Rock Tomb"
322,"Rollout"
322,"Sandstorm"
322,"Scary Face"
322,"Secret Power"
322,"Sleep Talk"
322,"Snore"
322,"Spit Up"
322,"Stockpile"
322,"Stomp"
322,"Strength"
322,"Substitute"
322,"Sunny Day"
322,"Swagger"
322,"Swallow"
322,"Tackle"
322,"Take Down"
322,"Toxic"
322,"Will-O-Wisp"
322,"Yawn"
323,"Amnesia"
323,"Attract"
323,"Body Slam"
323,"Curse"
323,"Defense Curl"
323,"Dig"
323,"Double-Edge"
323,"Double Team"
323,"Earthquake"
323,"Ember"
323,"Endure"
323,"Eruption"
323,"Explosion"
323,"Facade"
323,"Fire Blast"
323,"Fissure"
323,"Flamethrower"
323,"Focus Energy"
323,"Frustration"
323,"Growl"
323,"Headbutt"
323,"Heat Wave"
323,"Hidden Power"
323,"Hyper Beam"
323,"Magnitude"
323,"Mimic"
323,"Mud-Slap"
323,"Nature Power"
323,"Overheat"
323,"Protect"
323,"Rest"
323,"Return"
323,"Roar"
323,"Rock Slide"
323,"Rock Smash"
323,"Rock Tomb"
323,"Rollout"
323,"Sandstorm"
323,"Secret Power"
323,"Self-Destruct"
323,"Sleep Talk"
323,"Snore"
323,"Solar Beam"
323,"Strength"
323,"Substitute"
323,"Sunny Day"
323,"Swagger"
323,"Tackle"
323,"Take Down"
323,"Toxic"
323,"Will-O-Wisp"
323,"Yawn"
324,"Amnesia"
324,"Ancient Power"
324,"Attract"
324,"Body Slam"
324,"Curse"
324,"Double-Edge"
324,"Double Team"
324,"Earthquake"
324,"Ember"
324,"Endure"
324,"Eruption"
324,"Explosion"
324,"Facade"
324,"Fire Blast"
324,"Fire Spin"
324,"Fissure"
324,"Flail"
324,"Flamethrower"
324,"Flame Wheel"
324,"Frustration"
324,"Headbutt"
324,"Heat Wave"
324,"Hidden Power"
324,"Hyper Beam"
324,"Iron Defense"
324,"Iron Tail"
324,"Mimic"
324,"Mud-Slap"
324,"Nature Power"
324,"Overheat"
324,"Protect"
324,"Rapid Spin"
324,"Rest"
324,"Return"
324,"Rock Slide"
324,"Rock Smash"
324,"Rock Tomb"
324,"Rollout"
324,"Secret Power"
324,"Self-Destruct"
324,"Skull Bash"
324,"Sleep Talk"
324,"Sludge Bomb"
324,"Smog"
324,"Smokescreen"
324,"Snore"
324,"Solar Beam"
324,"Strength"
324,"Substitute"
324,"Sunny Day"
324,"Superpower"
324,"Swagger"
324,"Toxic"
324,"Weather Ball"
324,"Will-O-Wisp"
324,"Withdraw"
324,"Yawn"
325,"Amnesia"
325,"Attract"
325,"Body Slam"
325,"Bounce"
325,"Calm Mind"
325,"Confuse Ray"
325,"Covet"
325,"Double-Edge"
325,"Double Team"
325,"Dream Eater"
325,"Endure"
325,"Extrasensory"
325,"Facade"
325,"Flash"
325,"Frustration"
325,"Future Sight"
325,"Headbutt"
325,"Heal Bell"
325,"Hidden Power"
325,"Icy Wind"
325,"Iron Tail"
325,"Light Screen"
325,"Magic Coat"
325,"Mimic"
325,"Mirror Coat"
325,"Odor Sleuth"
325,"Protect"
325,"Psybeam"
325,"Psychic"
325,"Psych Up"
325,"Psywave"
325,"Rain Dance"
325,"Reflect"
325,"Rest"
325,"Return"
325,"Role Play"
325,"Secret Power"
325,"Shadow Ball"
325,"Shock Wave"
325,"Signal Beam"
325,"Skill Swap"
325,"Sleep Talk"
325,"Snatch"
325,"Snore"
325,"Splash"
325,"Substitute"
325,"Sunny Day"
325,"Swagger"
325,"Swift"
325,"Taunt"
325,"Thief"
325,"Thunder Wave"
325,"Torment"
325,"Toxic"
325,"Trick"
325,"Uproar"
325,"Whirlwind"
326,"Attract"
326,"Body Slam"
326,"Bounce"
326,"Brick Break"
326,"Calm Mind"
326,"Confuse Ray"
326,"Counter"
326,"Covet"
326,"Double-Edge"
326,"Double Team"
326,"Dream Eater"
326,"Dynamic Punch"
326,"Endure"
326,"Facade"
326,"Fire Punch"
326,"Flash"
326,"Focus Punch"
326,"Frustration"
326,"Headbutt"
326,"Heal Bell"
326,"Hidden Power"
326,"Hyper Beam"
326,"Ice Punch"
326,"Icy Wind"
326,"Iron Tail"
326,"Light Screen"
326,"Magic Coat"
326,"Mega Kick"
326,"Mega Punch"
326,"Mimic"
326,"Mud-Slap"
326,"Odor Sleuth"
326,"Protect"
326,"Psybeam"
326,"Psychic"
326,"Psych Up"
326,"Psywave"
326,"Rain Dance"
326,"Reflect"
326,"Rest"
326,"Return"
326,"Role Play"
326,"Secret Power"
326,"Seismic Toss"
326,"Shadow Ball"
326,"Shock Wave"
326,"Signal Beam"
326,"Skill Swap"
326,"Sleep Talk"
326,"Snatch"
326,"Snore"
326,"Splash"
326,"Substitute"
326,"Sunny Day"
326,"Swagger"
326,"Swift"
326,"Taunt"
326,"Teeter Dance"
326,"Thief"
326,"Thunder Punch"
326,"Thunder Wave"
326,"Torment"
326,"Toxic"
326,"Trick"
327,"Assist"
327,"Attract"
327,"Baton Pass"
327,"Body Slam"
327,"Brick Break"
327,"Calm Mind"
327,"Counter"
327,"Covet"
327,"Defense Curl"
327,"Dig"
327,"Disable"
327,"Dizzy Punch"
327,"Double-Edge"
327,"Double Team"
327,"Dream Eater"
327,"Dynamic Punch"
327,"Encore"
327,"Endure"
327,"Facade"
327,"Fake Out"
327,"Fake Tears"
327,"Feint Attack"
327,"Fire Punch"
327,"Flail"
327,"Flash"
327,"Focus Punch"
327,"Frustration"
327,"Headbutt"
327,"Helping Hand"
327,"Hidden Power"
327,"Hyper Voice"
327,"Hypnosis"
327,"Ice Punch"
327,"Icy Wind"
327,"Low Kick"
327,"Mega Kick"
327,"Mega Punch"
327,"Metronome"
327,"Mimic"
327,"Mud-Slap"
327,"Nightmare"
327,"Protect"
327,"Psybeam"
327,"Psychic"
327,"Psych Up"
327,"Rain Dance"
327,"Rapid Spin"
327,"Rest"
327,"Return"
327,"Rock Slide"
327,"Rock Smash"
327,"Rock Tomb"
327,"Role Play"
327,"Rollout"
327,"Safeguard"
327,"Secret Power"
327,"Seismic Toss"
327,"Shadow Ball"
327,"Shock Wave"
327,"Sing"
327,"Skill Swap"
327,"Sleep Talk"
327,"Smelling Salts"
327,"Snatch"
327,"Snore"
327,"Strength"
327,"Substitute"
327,"Sunny Day"
327,"Superpower"
327,"Swagger"
327,"Swift"
327,"Tackle"
327,"Teeter Dance"
327,"Thief"
327,"Thrash"
327,"Thunder Punch"
327,"Toxic"
327,"Trick"
327,"Uproar"
327,"Water Pulse"
327,"Wish"
328,"Astonish"
328,"Attract"
328,"Bide"
328,"Bite"
328,"Body Slam"
328,"Crunch"
328,"Dig"
328,"Double-Edge"
328,"Double Team"
328,"Earthquake"
328,"Endure"
328,"Facade"
328,"Feint Attack"
328,"Fissure"
328,"Flail"
328,"Focus Energy"
328,"Frustration"
328,"Fury Cutter"
328,"Giga Drain"
328,"Gust"
328,"Headbutt"
328,"Hidden Power"
328,"Hyper Beam"
328,"Mimic"
328,"Mud Shot"
328,"Mud-Slap"
328,"Protect"
328,"Quick Attack"
328,"Rest"
328,"Return"
328,"Rock Slide"
328,"Rock Smash"
328,"Rock Tomb"
328,"Sand Attack"
328,"Sandstorm"
328,"Sand Tomb"
328,"Secret Power"
328,"Signal Beam"
328,"Sleep Talk"
328,"Snore"
328,"Solar Beam"
328,"Strength"
328,"Substitute"
328,"Sunny Day"
328,"Superpower"
328,"Swagger"
328,"Toxic"
329,"Air Cutter"
329,"Astonish"
329,"Attract"
329,"Bide"
329,"Bite"
329,"Body Slam"
329,"Crunch"
329,"Dig"
329,"Double-Edge"
329,"Double Team"
329,"Dragon Breath"
329,"Earthquake"
329,"Endure"
329,"Facade"
329,"Feint Attack"
329,"Fissure"
329,"Fly"
329,"Focus Energy"
329,"Frustration"
329,"Fury Cutter"
329,"Giga Drain"
329,"Headbutt"
329,"Heat Wave"
329,"Hidden Power"
329,"Hyper Beam"
329,"Mimic"
329,"Mud Shot"
