NDex#,Level,Move
255,19,"Sand-Attack"
255,25,"Fire Spin"
255,28,"Quick Attack"
255,34,"Slash"
255,37,"Mirror Move"
255,43,"Flamethrower"
324,1,"Ember"
324,4,"Smog"
324,7,"Curse"
324,14,"SmokeScreen"
324,17,"Fire Spin"
324,20,"Body Slam"
324,27,"Protect"
324,30,"Flamethrower"
324,33,"Iron Defense"
324,40,"Amnesia"
324,43,"Flail"
324,46,"Heat Wave"
158,1,"Scratch"
158,1,"Leer"
158,7,"Rage"
158,13,"Water Gun"
158,20,"Bite"
158,27,"Scary Face"
158,35,"Slash"
158,43,"Screech"
158,52,"Hydro Pump"
328,1,"Bite"
328,9,"Sand-Attack"
328,17,"Faint Attack"
328,25,"Sand Tomb"
328,33,"Crunch"
328,41,"Dig"
328,49,"Sandstorm"
328,57,"Hyper Beam"
252,1,"Pound"
252,1,"Leer"
252,6,"Absorb"
252,11,"Quick Attack"
252,16,"Pursuit"
252,21,"Screech"
252,26,"Mega Drain"
252,31,"Agility"
252,36,"Slam"
252,41,"Detect"
252,46,"Giga Drain"
357,1,"Leer"
357,1,"Gust"
357,7,"Growth"
357,11,"Razor Leaf"
357,17,"Stomp"
357,21,"Sweet Scent"
357,27,"Whirlwind"
357,31,"Magical Leaf"
357,37,"Body Slam"
357,41,"SolarBeam"
357,47,"Synthesis"
157,1,"Tackle"
157,1,"Leer"
157,1,"SmokeScreen"
157,1,"Ember"
157,6,"SmokeScreen"
157,12,"Ember"
157,21,"Quick Attack"
157,31,"Flame Wheel"
157,45,"Swift"
157,60,"Flamethrower"
248,1,"Bite"
248,1,"Leer"
248,1,"Sandstorm"
248,1,"Screech"
248,8,"Sandstorm"
248,15,"Screech"
248,22,"Rock Slide"
248,29,"Thrash"
248,38,"Scary Face"
248,47,"Crunch"
248,61,"Earthquake"
248,75,"Hyper Beam"
236,1,"Tackle"
197,1,"Tackle"
197,1,"Tail Whip"
197,1,"Helping Hand"
197,8,"Sand-Attack"
197,16,"Pursuit"
197,23,"Quick Attack"
197,30,"Confuse Ray"
197,36,"Faint Attack"
197,42,"Mean Look"
197,47,"Screech"
197,52,"Moonlight"
201,1,"Hidden Power"
217,1,"Scratch"
217,1,"Leer"
217,1,"Lick"
217,1,"Fury Swipes"
217,7,"Lick"
217,13,"Fury Swipes"
217,19,"Fake Tears"
217,25,"Faint Attack"
217,31,"Rest"
217,37,"Slash"
217,43,"Snore"
217,49,"Thrash"
134,1,"Tackle"
134,1,"Tail Whip"
134,1,"Helping Hand"
134,8,"Sand-Attack"
134,16,"Water Gun"
134,23,"Quick Attack"
134,30,"Bite"
134,36,"Aurora Beam"
134,42,"Haze"
134,47,"Acid Armor"
134,52,"Hydro Pump"
49,1,"Silver Wind"
49,1,"Tackle"
49,1,"Disable"
49,1,"Foresight"
49,1,"Supersonic"
49,9,"Supersonic"
49,17,"Confusion"
49,20,"PoisonPowder"
49,25,"Leech Life"
49,28,"Stun Spore"
49,31,"Gust"
49,36,"Psybeam"
49,42,"Sleep Powder"
49,52,"Psychic"
48,1,"Tackle"
48,1,"Disable"
48,1,"Foresight"
48,9,"Supersonic"
48,17,"Confusion"
48,20,"PoisonPowder"
48,25,"Leech Life"
48,28,"Stun Spore"
48,33,"Psybeam"
48,36,"Sleep Powder"
48,41,"Psychic"
3,1,"Tackle"
3,1,"Growl"
3,1,"Leech Seed"
3,1,"Vine Whip"
3,4,"Growl"
3,7,"Leech Seed"
3,10,"Vine Whip"
3,15,"PoisonPowder"
3,15,"Sleep Powder"
3,22,"Razor Leaf"
3,29,"Sweet Scent"
3,41,"Growth"
3,53,"Synthesis"
3,65,"SolarBeam"
329,1,"Bite"
329,1,"Sand-Attack"
329,1,"Faint Attack"
329,1,"Sand Tomb"
329,9,"Sand-Attack"
329,17,"Faint Attack"
329,25,"Sand Tomb"
329,33,"Crunch"
329,35,"DragonBreath"
329,41,"Screech"
329,49,"Sandstorm"
329,57,"Hyper Beam"
71,1,"Vine Whip"
71,1,"Sweet Scent"
71,1,"Razor Leaf"
71,1,"Sleep Powder"
288,1,"Scratch"
288,1,"Focus Energy"
288,1,"Encore"
288,1,"Uproar"
288,7,"Encore"
288,13,"Uproar"
288,19,"Fury Swipes"
288,25,"Endure"
288,31,"Slash"
288,37,"Counter"
288,43,"Focus Punch"
288,49,"Reversal"
45,1,"Aromatherapy"
45,1,"Absorb"
45,1,"Mega Drain"
45,1,"Stun Spore"
45,44,"Petal Dance"
313,1,"Tackle"
313,5,"Confuse Ray"
313,9,"Double Team"
313,13,"Moonlight"
313,17,"Quick Attack"
313,21,"Tail Glow"
313,25,"Signal Beam"
313,29,"Protect"
313,33,"Helping Hand"
313,37,"Double-Edge"
100,1,"Charge"
100,1,"Tackle"
100,8,"Screech"
100,15,"SonicBoom"
100,21,"Spark"
100,27,"Selfdestruct"
100,32,"Rollout"
100,37,"Light Screen"
100,42,"Swift"
100,46,"Explosion"
100,49,"Mirror Coat"
37,1,"Ember"
37,5,"Tail Whip"
37,9,"Roar"
37,13,"Quick Attack"
37,17,"Will-O-Wisp"
37,21,"Confuse Ray"
37,25,"Imprison"
37,29,"Flamethrower"
37,33,"Safeguard"
37,37,"Grudge"
37,41,"Fire Spin"
320,1,"Splash"
320,5,"Growl"
320,10,"Water Gun"
320,14,"Rollout"
320,19,"Whirlpool"
320,23,"Astonish"
320,28,"Water Pulse"
320,32,"Mist"
320,37,"Rest"
320,41,"Water Spout"
320,46,"Amnesia"
320,50,"Hydro Pump"
321,1,"Splash"
321,1,"Growl"
321,1,"Water Gun"
321,1,"Rollout"
321,5,"Growl"
321,10,"Water Gun"
321,14,"Rollout"
321,19,"Whirlpool"
321,23,"Astonish"
321,28,"Water Pulse"
321,32,"Mist"
321,37,"Rest"
321,44,"Water Spout"
321,52,"Amnesia"
321,59,"Hydro Pump"
365,1,"Powder Snow"
365,1,"Growl"
365,1,"Water Gun"
365,7,"Encore"
365,13,"Ice Ball"
365,19,"Body Slam"
365,25,"Aurora Beam"
365,31,"Hail"
365,39,"Rest"
365,39,"Snore"
365,50,"Blizzard"
365,61,"Sheer Cold"
8,1,"Tackle"
8,1,"Tail Whip"
8,1,"Bubble"
8,4,"Tail Whip"
8,7,"Bubble"
8,10,"Withdraw"
8,13,"Water Gun"
8,19,"Bite"
8,25,"Rapid Spin"
8,31,"Protect"
8,37,"Rain Dance"
8,45,"Skull Bash"
8,53,"Hydro Pump"
13,1,"Poison Sting"
13,1,"String Shot"
70,1,"Vine Whip"
70,1,"Growth"
70,1,"Wrap"
70,6,"Growth"
70,11,"Wrap"
70,15,"Sleep Powder"
70,17,"PoisonPowder"
70,19,"Stun Spore"
70,24,"Acid"
70,33,"Sweet Scent"
70,42,"Razor Leaf"
70,54,"Slam"
110,1,"Poison Gas"
110,1,"Tackle"
110,1,"Smog"
110,1,"Selfdestruct"
110,9,"Smog"
110,17,"Selfdestruct"
110,21,"Sludge"
110,25,"SmokeScreen"
110,33,"Haze"
110,44,"Explosion"
110,51,"Destiny Bond"
110,58,"Memento"
340,1,"Tickle"
340,1,"Mud-Slap"
340,1,"Mud Sport"
340,1,"Water Sport"
340,6,"Mud Sport"
340,6,"Water Sport"
340,11,"Water Gun"
340,16,"Magnitude"
340,21,"Amnesia"
340,26,"Rest"
340,26,"Snore"
340,36,"Earthquake"
340,46,"Future Sight"
340,56,"Fissure"
293,1,"Pound"
293,5,"Uproar"
293,11,"Astonish"
293,15,"Howl"
293,21,"Supersonic"
293,25,"Stomp"
293,31,"Screech"
293,35,"Roar"
293,41,"Rest"
293,41,"Sleep Talk"
293,45,"Hyper Voice"
40,1,"Sing"
40,1,"Disable"
40,1,"Defense Curl"
40,1,"DoubleSlap"
278,1,"Growl"
278,1,"Water Gun"
278,7,"Supersonic"
278,13,"Wing Attack"
278,21,"Mist"
278,31,"Quick Attack"
278,43,"Pursuit"
278,55,"Agility"
202,1,"Counter"
202,1,"Mirror Coat"
202,1,"Safeguard"
202,1,"Destiny Bond"
194,1,"Water Gun"
194,1,"Tail Whip"
194,11,"Slam"
194,16,"Mud Shot"
194,21,"Amnesia"
194,31,"Yawn"
194,36,"Earthquake"
194,41,"Rain Dance"
194,51,"Mist"
194,51,"Haze"
265,1,"Tackle"
265,1,"String Shot"
265,5,"Poison Sting"
360,1,"Splash"
360,1,"Charm"
360,1,"Encore"
360,15,"Counter"
360,15,"Mirror Coat"
360,15,"Safeguard"
360,15,"Destiny Bond"
178,1,"Peck"
178,1,"Leer"
178,10,"Night Shade"
178,20,"Teleport"
178,35,"Wish"
178,35,"Future Sight"
178,50,"Confuse Ray"
178,65,"Psychic"
193,1,"Tackle"
193,1,"Foresight"
193,7,"Quick Attack"
193,13,"Double Team"
193,19,"SonicBoom"
193,25,"Detect"
193,31,"Supersonic"
193,37,"Uproar"
193,43,"Wing Attack"
193,49,"Screech"
335,1,"Scratch"
335,4,"Leer"
335,7,"Quick Attack"
335,10,"Swords Dance"
335,13,"Fury Cutter"
335,19,"Slash"
335,25,"Pursuit"
335,31,"Crush Claw"
335,37,"Taunt"
335,46,"Detect"
335,55,"False Swipe"
145,1,"Peck"
145,1,"ThunderShock"
145,13,"Thunder Wave"
145,25,"Agility"
145,37,"Detect"
145,49,"Drill Peck"
145,61,"Charge"
145,73,"Light Screen"
145,85,"Thunder"
263,1,"Tackle"
263,1,"Growl"
263,5,"Tail Whip"
263,9,"Headbutt"
263,13,"Sand-Attack"
263,17,"Odor Sleuth"
263,21,"Mud Sport"
263,25,"Pin Missile"
263,29,"Covet"
263,33,"Flail"
263,37,"Rest"
263,41,"Belly Drum"
41,1,"Leech Life"
41,6,"Supersonic"
41,11,"Astonish"
41,16,"Bite"
41,21,"Wing Attack"
41,26,"Confuse Ray"
41,31,"Air Cutter"
41,36,"Mean Look"
41,41,"Poison Fang"
41,46,"Haze"
